Tempo,Estacao,LAT,LONG,Original_473,Original_269,Zero,Maca_Verde,Tangerina,Citrus,Acai_Guarana,Pessego,TARGET
2019-10-03,Consolação,-23.5581,-46.6606,31,45,11,15,43,29,19,31,NORMAL
2019-10-15,Consolação,-23.5581,-46.6606,86,39,61,15,35,33,17,13,NORMAL
2019-12-23,Consolação,-23.5581,-46.6606,4,5,65,36,31,17,3,40,REABASTECER
2018-01-11,Tamanduateí,-23.5929,-46.5897,75,3,65,14,3,13,38,8,REABASTECER
2018-03-02,Tamanduateí,-23.5929,-46.5897,27,32,41,38,14,23,27,14,NORMAL
2018-07-24,Tamanduateí,-23.5929,-46.5897,27,55,48,11,32,20,36,43,NORMAL
2018-09-14,Tamanduateí,-23.5929,-46.5897,47,30,5,21,34,42,4,28,REABASTECER
2019-02-10,Tamanduateí,-23.5929,-46.5897,86,49,14,36,23,13,16,15,NORMAL
2019-08-07,Tamanduateí,-23.5929,-46.5897,61,60,65,24,3,32,30,14,NORMAL
2018-02-28,Sé,-23.55,-46.6333,34,45,57,35,5,12,43,28,NORMAL
2018-06-11,Sé,-23.55,-46.6333,86,38,28,20,19,13,21,17,NORMAL
2018-08-23,Sé,-23.55,-46.6333,73,65,16,20,33,14,13,27,NORMAL
2018-02-23,Brás,-23.5451,-46.6162,76,41,27,14,13,39,41,30,NORMAL
2018-03-06,Brás,-23.5451,-46.6162,26,27,11,17,43,8,37,23,NORMAL
2018-04-08,Brás,-23.5451,-46.6162,61,40,51,26,8,39,31,35,NORMAL
2018-10-26,Brás,-23.5451,-46.6162,37,11,54,31,30,28,43,4,NORMAL
2018-12-04,Brás,-23.5451,-46.6162,1,37,55,18,31,43,18,30,REABASTECER
2019-05-11,Brás,-23.5451,-46.6162,86,13,19,13,35,11,12,27,NORMAL
2019-05-22,Brás,-23.5451,-46.6162,65,7,12,28,30,17,7,22,REABASTECER
2019-05-28,Brás,-23.5451,-46.6162,4,39,39,43,9,42,30,35,REABASTECER
2019-10-12,Brás,-23.5451,-46.6162,45,32,15,7,19,1,8,39,NORMAL
,Barra Funda,-23.5542,-46.6707,10,47,55,43,9,42,11,21,NORMAL
2018-09-08,Barra Funda,-23.5542,-46.6707,58,14,41,21,16,35,40,32,NORMAL
2019-02-15,Barra Funda,-23.5542,-46.6707,33,10,35,15,29,43,38,38,NORMAL
2019-06-04,Barra Funda,-23.5542,-46.6707,3,63,61,18,37,22,36,16,REABASTECER
2019-12-29,Barra Funda,-23.5542,-46.6707,57,3,4,31,27,28,40,32,NORMAL
2018-08-02,Tatuapé,-23.5402,-46.5765,15,59,7,40,29,10,3,5,NORMAL
2018-08-21,Tatuapé,-23.5402,-46.5765,86,27,4,28,43,29,10,8,REABASTECER
2019-01-27,Tatuapé,-23.5402,-46.5765,50,56,34,12,5,43,30,21,REABASTECER
2019-11-13,Tatuapé,-23.5402,-46.5765,27,15,40,23,8,6,40,6,REABASTECER
2019-12-08,Tatuapé,-23.5402,-46.5765,33,39,55,23,37,21,21,34,NORMAL
2019-09-15,República,-23.5436,-46.6434,13,7,30,20,11,3,43,13,REABASTECER
2018-08-20,Higienópolis-Mackenzie,-23.5488,-46.6519,40,9,65,42,17,10,22,14,NORMAL
2019-01-02,Higienópolis-Mackenzie,-23.5488,-46.6519,59,27,58,18,33,9,41,13,NORMAL
2019-02-05,Higienópolis-Mackenzie,-23.5488,-46.6519,68,32,37,30,13,41,35,14,NORMAL
2019-07-27,Higienópolis-Mackenzie,-23.5488,-46.6519,22,42,19,9,4,12,36,9,REABASTECER
2018-03-07,Faria Lima,-23.5675,-46.6929,41,20,5,11,26,18,28,9,REABASTECER
2018-05-03,Faria Lima,-23.5675,-46.6929,20,23,4,28,29,22,22,24,REABASTECER
2018-07-10,Faria Lima,-23.5675,-46.6929,86,33,50,19,36,32,20,20,NORMAL
2018-08-02,Faria Lima,-23.5675,-46.6929,51,46,30,5,21,4,8,22,REABASTECER
2018-08-07,Faria Lima,-23.5675,-46.6929,86,4,57,31,43,33,29,43,NORMAL
2019-01-19,Sé,-23.55,-46.6333,79,11,40,29,39,24,9,27,NORMAL
2019-11-22,Sé,-23.55,-46.6333,68,45,65,29,17,18,15,20,NORMAL
2019-01-14,Brás,-23.5451,-46.6162,58,41,33,17,38,24,26,43,NORMAL
2019-04-04,Brás,-23.5451,-46.6162,24,18,14,4,19,43,6,43,REABASTECER
2018-01-23,Barra Funda,-23.5542,-46.6707,29,65,53,31,37,43,4,41,NORMAL
2018-02-18,Barra Funda,-23.5542,-46.6707,44,48,15,38,15,4,13,26,REABASTECER
2018-03-27,Barra Funda,-23.5542,-46.6707,13,20,60,37,32,15,25,35,NORMAL
2018-12-19,Barra Funda,-23.5542,-46.6707,43,24,43,25,9,42,7,11,NORMAL
2019-01-11,Barra Funda,-23.5542,-46.6707,6,23,11,42,3,16,8,12,NORMAL
2019-01-14,Barra Funda,-23.5542,-46.6707,66,65,56,35,33,7,38,43,NORMAL
2019-07-12,Barra Funda,-23.5542,-46.6707,86,33,50,30,43,39,11,41,NORMAL
2019-12-10,Barra Funda,-23.5542,-46.6707,76,65,6,35,27,6,24,32,REABASTECER
2018-04-02,Tatuapé,-23.5402,-46.5765,45,32,7,16,23,32,5,10,REABASTECER
2019-08-14,Tatuapé,-23.5402,-46.5765,86,65,37,22,22,32,19,7,NORMAL
2018-01-13,República,-23.5436,-46.6434,64,51,48,10,37,8,39,41,NORMAL
2018-06-26,Higienópolis-Mackenzie,-23.5488,-46.6519,70,22,32,26,11,10,15,14,NORMAL
2019-02-28,Higienópolis-Mackenzie,-23.5488,-46.6519,31,65,12,32,11,43,25,10,NORMAL
2019-03-23,Higienópolis-Mackenzie,-23.5488,-46.6519,43,37,48,6,34,7,24,34,NORMAL
2019-12-02,Higienópolis-Mackenzie,-23.5488,-46.6519,8,52,59,29,20,27,3,20,REABASTECER
2018-09-05,Faria Lima,-23.5675,-46.6929,75,42,60,27,15,6,41,12,REABASTECER
2018-09-17,Eucaliptos,-23.61,-46.6686,49,11,9,16,20,5,7,41,REABASTECER
2019-04-10,Eucaliptos,-23.61,-46.6686,18,21,4,35,1,19,32,15,NORMAL
2019-05-03,Eucaliptos,-23.61,-46.6686,54,53,31,10,43,37,26,12,NORMAL
2019-08-15,Eucaliptos,-23.61,-46.6686,25,65,38,19,32,41,39,43,NORMAL
2018-05-20,Moema,-23.5489,-46.6388,28,26,43,38,33,43,31,43,NORMAL
2018-08-02,Moema,-23.5489,-46.6388,86,25,24,4,38,10,34,8,REABASTECER
2019-09-05,Hospital São Paulo,-23.5984,-46.6455,46,40,40,15,9,19,25,17,NORMAL
2018-01-04,Brigadeiro,-23.5683,-46.6482,60,52,42,30,33,37,31,33,NORMAL
2019-05-13,Brigadeiro,-23.5683,-46.6482,47,15,10,20,35,16,25,28,NORMAL
2019-05-18,Brigadeiro,-23.5683,-46.6482,86,51,45,5,13,43,7,6,REABASTECER
2019-11-22,Brigadeiro,-23.5683,-46.6482,33,17,65,37,16,39,25,22,NORMAL
2019-12-13,Brigadeiro,-23.5683,-46.6482,86,23,49,8,20,39,24,25,NORMAL
2018-08-23,Trianon-Masp,-23.5634,-46.6544,86,50,9,10,27,43,34,37,NORMAL
2019-03-29,Trianon-Masp,-23.5634,-46.6544,0,59,41,19,37,26,30,11,NORMAL
2019-08-22,Trianon-Masp,-23.5634,-46.6544,16,36,17,43,19,31,13,19,NORMAL
2018-10-04,Consolação,-23.5581,-46.6606,86,65,50,10,43,29,14,3,NORMAL
2019-03-03,Consolação,-23.5581,-46.6606,18,65,30,13,43,24,4,20,NORMAL
2019-03-12,Consolação,-23.5581,-46.6606,19,8,43,32,15,43,16,23,NORMAL
2019-05-07,Consolação,-23.5581,-46.6606,86,10,45,27,16,39,43,15,NORMAL
2018-04-16,Tamanduateí,-23.5929,-46.5897,42,30,65,40,14,12,32,2,REABASTECER
2019-07-01,Tamanduateí,-23.5929,-46.5897,72,28,65,13,5,41,11,31,NORMAL
2019-07-04,Tamanduateí,-23.5929,-46.5897,38,14,44,6,37,29,38,18,REABASTECER
2019-11-05,Tamanduateí,-23.5929,-46.5897,61,23,33,26,17,31,35,28,NORMAL
2018-02-12,Sé,-23.55,-46.6333,13,19,36,34,37,13,20,10,NORMAL
2018-05-18,Sé,-23.55,-46.6333,55,46,54,43,27,4,21,16,NORMAL
2018-01-17,Brás,-23.5451,-46.6162,9,41,18,35,18,29,15,23,REABASTECER
2019-01-01,Brás,-23.5451,-46.6162,20,62,65,16,8,25,37,43,NORMAL
2019-10-15,Brás,-23.5451,-46.6162,16,15,55,38,10,43,37,26,NORMAL
2018-04-30,Barra Funda,-23.5542,-46.6707,21,15,30,26,36,42,27,31,NORMAL
2018-06-28,Barra Funda,-23.5542,-46.6707,52,48,65,29,17,25,28,15,NORMAL
2018-08-09,Barra Funda,-23.5542,-46.6707,5,14,43,29,9,31,18,27,NORMAL
2019-04-04,Barra Funda,-23.5542,-46.6707,66,41,26,17,5,16,8,10,NORMAL
2019-03-08,Tatuapé,-23.5402,-46.5765,53,10,19,4,12,43,40,28,REABASTECER
2018-12-13,República,-23.5436,-46.6434,18,21,61,32,43,43,28,43,NORMAL
2019-05-30,República,-23.5436,-46.6434,33,22,39,13,14,18,43,25,NORMAL
2019-06-07,República,-23.5436,-46.6434,45,37,52,25,32,34,10,40,NORMAL
2018-12-04,Higienópolis-Mackenzie,-23.5488,-46.6519,67,14,51,24,27,17,33,43,NORMAL
2018-12-29,Higienópolis-Mackenzie,-23.5488,-46.6519,86,45,16,32,4,20,8,29,REABASTECER
2019-04-17,Higienópolis-Mackenzie,-23.5488,-46.6519,49,58,10,27,30,27,6,22,NORMAL
2018-04-15,Faria Lima,-23.5675,-46.6929,8,65,56,32,15,39,14,19,NORMAL
2018-12-30,Faria Lima,-23.5675,-46.6929,86,19,45,20,27,38,43,35,NORMAL
2019-01-14,Faria Lima,-23.5675,-46.6929,31,65,7,9,19,34,34,16,REABASTECER
2018-12-14,Pinheiros,-23.5664,-46.703,74,51,16,37,15,15,38,12,NORMAL
2019-12-08,Pinheiros,-23.5664,-46.703,37,37,55,23,24,34,19,32,NORMAL
2019-03-28,Butantã,-23.5844,-46.7252,21,65,50,43,4,21,43,15,NORMAL
2019-10-03,Butantã,-23.5844,-46.7252,35,57,1,24,7,5,25,43,NORMAL
2019-10-30,Butantã,-23.5844,-46.7252,38,50,13,36,29,43,43,28,NORMAL
2019-08-19,Fradique Coutinho,-23.5661,-46.6841,13,23,33,40,13,19,43,4,NORMAL
2019-05-30,Ana Rosa,-23.5813,-46.6383,20,36,27,22,2,33,29,22,REABASTECER
2019-02-16,São Joaquim,-23.5618,-46.6389,43,16,59,16,31,16,43,8,NORMAL
2019-04-27,São Joaquim,-23.5618,-46.6389,30,49,65,29,5,30,43,39,NORMAL
2018-05-18,São Judas,-23.6255,-46.6411,78,20,61,7,12,9,28,21,NORMAL
2018-10-21,São Judas,-23.6255,-46.6411,27,60,35,29,16,41,43,7,NORMAL
2018-03-04,Brooklin,-23.6263,-46.6878,74,54,15,43,10,22,28,41,NORMAL
2018-07-12,Brooklin,-23.6263,-46.6878,67,58,15,43,22,34,43,16,NORMAL
2018-12-20,Campo Belo,-23.6188,-46.6823,46,32,57,17,21,8,37,29,NORMAL
2018-02-10,Higienópolis-Mackenzie,-23.5488,-46.6519,36,30,54,11,15,28,9,3,REABASTECER
2018-04-27,Faria Lima,-23.5675,-46.6929,75,55,46,37,9,6,8,11,NORMAL
2018-11-05,Pinheiros,-23.5664,-46.703,23,21,45,39,37,18,10,5,NORMAL
,Pinheiros,-23.5664,-46.703,36,65,36,4,9,5,10,43,REABASTECER
2018-07-17,Butantã,-23.5844,-46.7252,86,33,4,40,35,16,25,26,REABASTECER
2019-06-05,Butantã,-23.5844,-46.7252,67,37,37,11,2,10,18,6,REABASTECER
2018-03-29,Fradique Coutinho,-23.5661,-46.6841,86,39,48,4,27,42,29,34,NORMAL
2018-11-22,Fradique Coutinho,-23.5661,-46.6841,86,57,56,18,22,43,7,43,NORMAL
2019-08-09,Fradique Coutinho,-23.5661,-46.6841,23,25,40,22,12,3,4,38,REABASTECER
2019-12-02,Fradique Coutinho,-23.5661,-46.6841,28,29,44,32,43,11,43,33,NORMAL
2018-05-14,Ana Rosa,-23.5813,-46.6383,86,13,5,31,26,2,28,41,REABASTECER
2018-12-05,Ana Rosa,-23.5813,-46.6383,67,36,41,42,19,22,38,8,NORMAL
2019-10-19,Ana Rosa,-23.5813,-46.6383,75,55,17,30,14,26,43,43,NORMAL
2018-07-03,São Joaquim,-23.5618,-46.6389,31,22,8,13,6,33,18,41,REABASTECER
2018-07-13,São Joaquim,-23.5618,-46.6389,23,17,8,22,9,43,23,43,NORMAL
2018-07-20,São Joaquim,-23.5618,-46.6389,49,41,29,39,27,27,37,21,NORMAL
2019-02-07,São Joaquim,-23.5618,-46.6389,47,9,56,43,29,8,30,43,NORMAL
2018-07-20,São Judas,-23.6255,-46.6411,78,26,6,18,23,40,17,33,NORMAL
2018-09-16,São Judas,-23.6255,-46.6411,27,24,13,24,19,28,8,19,NORMAL
2018-11-01,São Judas,-23.6255,-46.6411,17,9,41,43,21,8,43,14,REABASTECER
2018-12-25,Vila Mariana,-23.5895,-46.6346,16,65,65,25,15,43,4,40,NORMAL
2018-03-02,Brooklin,-23.6263,-46.6878,10,65,26,12,20,25,36,3,REABASTECER
2019-04-10,Brooklin,-23.6263,-46.6878,27,10,43,6,17,18,24,35,REABASTECER
2019-08-01,Campo Belo,-23.6188,-46.6823,75,17,36,11,7,6,20,36,REABASTECER
2018-03-17,Eucaliptos,-23.61,-46.6686,42,54,16,11,36,29,31,40,NORMAL
2019-03-03,Eucaliptos,-23.61,-46.6686,38,65,65,27,23,14,11,34,NORMAL
2018-11-06,Moema,-23.5489,-46.6388,7,35,65,43,10,25,8,31,NORMAL
2018-05-21,Brigadeiro,-23.5683,-46.6482,86,18,35,22,13,40,43,5,NORMAL
2018-03-20,Trianon-Masp,-23.5634,-46.6544,11,17,43,27,34,13,21,15,NORMAL
2019-10-26,Trianon-Masp,-23.5634,-46.6544,86,36,36,37,24,16,6,43,REABASTECER
2018-11-16,Consolação,-23.5581,-46.6606,86,24,49,13,9,7,20,18,NORMAL
2019-12-06,Consolação,-23.5581,-46.6606,86,60,49,34,9,23,32,22,NORMAL
2018-04-10,Tamanduateí,-23.5929,-46.5897,24,61,41,21,35,38,16,27,NORMAL
2019-01-13,Tamanduateí,-23.5929,-46.5897,1,28,56,34,36,19,33,41,REABASTECER
2019-03-05,Tamanduateí,-23.5929,-46.5897,5,32,51,7,6,8,41,43,REABASTECER
2019-04-01,Tamanduateí,-23.5929,-46.5897,86,26,46,43,40,11,23,23,NORMAL
2019-04-21,Tamanduateí,-23.5929,-46.5897,51,49,43,20,43,38,29,33,NORMAL
2019-09-06,Tamanduateí,-23.5929,-46.5897,48,7,7,21,43,37,8,20,NORMAL
2018-10-07,Sé,-23.55,-46.6333,74,7,24,43,40,43,8,41,REABASTECER
2019-08-21,Brás,-23.5451,-46.6162,57,28,48,14,7,31,43,22,NORMAL
2019-12-10,Brás,-23.5451,-46.6162,7,58,40,16,13,20,40,43,REABASTECER
2019-02-04,Barra Funda,-23.5542,-46.6707,56,15,47,17,28,30,43,5,NORMAL
2019-09-24,Tatuapé,-23.5402,-46.5765,77,59,36,22,32,12,17,24,NORMAL
2018-02-19,República,-23.5436,-46.6434,75,10,14,19,19,22,18,19,NORMAL
2018-09-01,Luz,-23.5365,-46.6332,42,59,49,26,19,26,4,7,REABASTECER
2019-01-05,Ana Rosa,-23.5813,-46.6383,32,58,39,26,11,42,13,11,NORMAL
2019-03-09,Ana Rosa,-23.5813,-46.6383,17,52,10,12,18,17,22,22,NORMAL
2019-11-15,Ana Rosa,-23.5813,-46.6383,5,8,9,33,27,43,6,19,NORMAL
2019-05-06,São Judas,-23.6255,-46.6411,74,38,11,22,8,39,17,43,NORMAL
2019-08-14,São Judas,-23.6255,-46.6411,48,47,19,9,30,22,25,32,NORMAL
2019-08-10,Vila Mariana,-23.5895,-46.6346,4,47,65,9,26,11,21,17,NORMAL
2019-12-18,Vila Mariana,-23.5895,-46.6346,20,15,65,34,29,32,38,41,NORMAL
2018-02-09,Brooklin,-23.6263,-46.6878,67,26,48,37,23,17,43,12,NORMAL
2018-10-09,Brooklin,-23.6263,-46.6878,75,38,50,35,19,27,38,12,NORMAL
2019-02-05,Brooklin,-23.6263,-46.6878,62,56,13,15,17,30,37,41,NORMAL
2019-09-21,Campo Belo,-23.6188,-46.6823,26,28,20,7,25,43,40,14,NORMAL
2018-02-12,Eucaliptos,-23.61,-46.6686,36,13,56,20,7,43,33,8,NORMAL
2018-09-15,Eucaliptos,-23.61,-46.6686,73,27,26,22,29,12,12,6,REABASTECER
2019-10-29,Hospital São Paulo,-23.5984,-46.6455,11,62,6,42,15,13,23,8,NORMAL
2018-08-04,Brigadeiro,-23.5683,-46.6482,77,29,57,8,11,43,41,6,NORMAL
2019-04-13,Brigadeiro,-23.5683,-46.6482,86,7,40,3,30,34,22,11,REABASTECER
2019-04-29,Brigadeiro,-23.5683,-46.6482,8,28,51,26,5,31,43,36,REABASTECER
2019-06-18,Brigadeiro,-23.5683,-46.6482,69,47,38,38,4,36,24,7,NORMAL
2019-08-06,Trianon-Masp,-23.5634,-46.6544,86,57,65,6,43,43,33,43,REABASTECER
2018-05-21,Consolação,-23.5581,-46.6606,74,38,14,43,40,5,26,17,REABASTECER
2018-11-21,Tamanduateí,-23.5929,-46.5897,86,44,56,30,27,41,31,25,NORMAL
2018-05-19,Sé,-23.55,-46.6333,47,41,47,38,25,43,18,13,NORMAL
2018-08-18,Sé,-23.55,-46.6333,45,32,57,27,13,28,30,43,NORMAL
2019-03-05,Sé,-23.55,-46.6333,74,25,59,8,20,4,40,9,REABASTECER
2019-03-10,Sé,-23.55,-46.6333,28,52,26,31,37,33,20,32,NORMAL
2019-06-15,Sé,-23.55,-46.6333,33,53,57,43,23,11,19,19,NORMAL
2019-07-10,Sé,-23.55,-46.6333,43,44,65,4,14,4,4,8,REABASTECER
2019-03-19,Brás,-23.5451,-46.6162,3,42,59,38,36,37,14,10,NORMAL
2019-05-04,Brás,-23.5451,-46.6162,64,51,8,41,17,28,43,13,REABASTECER
2019-11-17,Brás,-23.5451,-46.6162,55,65,44,4,10,36,6,21,REABASTECER
2018-06-25,Barra Funda,-23.5542,-46.6707,86,60,20,43,26,28,39,25,NORMAL
2018-07-18,Barra Funda,-23.5542,-46.6707,37,65,56,39,22,15,32,22,NORMAL
2018-09-28,Barra Funda,-23.5542,-46.6707,47,18,53,6,22,8,43,34,NORMAL
2018-12-12,Barra Funda,-23.5542,-46.6707,34,65,20,43,37,21,38,36,NORMAL
2019-12-25,Tatuapé,-23.5402,-46.5765,54,56,5,9,11,43,38,17,NORMAL
2018-01-30,República,-23.5436,-46.6434,86,61,9,2,9,38,12,9,REABASTECER
2019-02-14,República,-23.5436,-46.6434,40,42,65,33,14,13,8,8,NORMAL
2018-02-28,Higienópolis-Mackenzie,-23.5488,-46.6519,29,40,65,43,43,25,27,22,NORMAL
2018-04-03,Higienópolis-Mackenzie,-23.5488,-46.6519,25,19,24,26,25,12,9,7,NORMAL
2018-03-24,Faria Lima,-23.5675,-46.6929,37,65,21,11,6,12,11,20,REABASTECER
2018-02-14,Butantã,-23.5844,-46.7252,16,65,28,43,19,18,9,41,NORMAL
2019-09-23,Butantã,-23.5844,-46.7252,43,59,4,20,10,37,27,43,NORMAL
2018-01-20,Fradique Coutinho,-23.5661,-46.6841,76,8,55,26,6,10,3,11,REABASTECER
2019-01-26,Fradique Coutinho,-23.5661,-46.6841,26,51,10,43,43,43,11,33,NORMAL
2019-03-07,Trianon-Masp,-23.5634,-46.6544,54,63,54,12,10,37,29,12,NORMAL
2018-05-01,Barra Funda,-23.5542,-46.6707,11,5,20,21,31,40,22,26,NORMAL
2018-06-17,Barra Funda,-23.5542,-46.6707,77,46,20,34,15,12,22,17,NORMAL
2018-09-14,Barra Funda,-23.5542,-46.6707,10,40,7,7,33,6,19,9,REABASTECER
2019-01-17,Tatuapé,-23.5402,-46.5765,77,59,30,29,5,40,18,15,NORMAL
2019-08-23,Tatuapé,-23.5402,-46.5765,2,13,49,27,28,8,22,20,REABASTECER
2018-08-28,República,-23.5436,-46.6434,86,47,14,16,38,6,15,10,NORMAL
2018-09-26,República,-23.5436,-46.6434,75,29,42,12,25,32,39,3,NORMAL
2018-12-11,República,-23.5436,-46.6434,34,34,7,39,10,10,36,10,REABASTECER
2018-02-27,Higienópolis-Mackenzie,-23.5488,-46.6519,41,42,3,43,5,25,33,25,NORMAL
2018-11-08,Higienópolis-Mackenzie,-23.5488,-46.6519,48,65,48,20,5,15,7,13,NORMAL
2019-02-09,Higienópolis-Mackenzie,-23.5488,-46.6519,28,9,5,20,39,29,23,38,NORMAL
2019-06-10,Higienópolis-Mackenzie,-23.5488,-46.6519,57,65,34,43,15,17,22,8,NORMAL
2019-12-04,Higienópolis-Mackenzie,-23.5488,-46.6519,75,37,47,22,10,26,40,11,NORMAL
2018-12-23,Faria Lima,-23.5675,-46.6929,61,65,30,9,18,11,29,14,NORMAL
2018-10-25,Pinheiros,-23.5664,-46.703,39,12,49,25,37,15,7,6,REABASTECER
2019-03-17,Pinheiros,-23.5664,-46.703,29,20,47,36,11,33,21,23,NORMAL
2018-02-08,Butantã,-23.5844,-46.7252,66,39,1,19,6,39,38,18,REABASTECER
2018-03-10,Butantã,-23.5844,-46.7252,5,53,50,18,43,1,17,24,NORMAL
2018-04-26,Butantã,-23.5844,-46.7252,86,20,45,9,17,11,16,8,NORMAL
2018-12-11,Butantã,-23.5844,-46.7252,9,35,65,24,21,29,13,33,REABASTECER
2018-04-26,Fradique Coutinho,-23.5661,-46.6841,73,54,49,14,5,39,11,8,REABASTECER
2019-03-28,Fradique Coutinho,-23.5661,-46.6841,86,7,36,16,13,43,8,16,REABASTECER
2018-04-30,Luz,-23.5365,-46.6332,6,53,27,29,11,9,27,38,REABASTECER
2018-05-12,Luz,-23.5365,-46.6332,58,49,5,35,34,24,26,32,NORMAL
2018-12-14,Luz,-23.5365,-46.6332,53,6,57,10,39,10,18,43,REABASTECER
2019-10-20,Luz,-23.5365,-46.6332,16,50,59,8,13,14,26,8,NORMAL
2018-07-22,Ana Rosa,-23.5813,-46.6383,25,15,50,11,15,13,4,25,NORMAL
2018-11-23,São Joaquim,-23.5618,-46.6389,77,29,27,39,27,25,18,28,NORMAL
2018-12-28,São Joaquim,-23.5618,-46.6389,78,56,65,43,17,32,4,12,REABASTECER
2019-07-17,São Joaquim,-23.5618,-46.6389,42,26,22,37,29,37,13,26,NORMAL
2019-04-09,São Judas,-23.6255,-46.6411,64,13,55,18,38,23,37,20,NORMAL
2018-06-22,Vila Mariana,-23.5895,-46.6346,6,37,65,43,29,9,23,24,REABASTECER
2018-07-23,Vila Mariana,-23.5895,-46.6346,56,57,48,11,23,38,27,24,NORMAL
2019-01-12,Vila Mariana,-23.5895,-46.6346,25,20,10,18,32,35,28,14,NORMAL
2019-06-15,Vila Mariana,-23.5895,-46.6346,8,14,59,43,20,31,14,22,NORMAL
2018-11-15,Brooklin,-23.6263,-46.6878,77,65,40,7,37,5,22,15,REABASTECER
2019-07-24,Brooklin,-23.6263,-46.6878,38,5,14,43,7,9,43,24,REABASTECER
2019-08-05,Campo Belo,-23.6188,-46.6823,35,61,9,36,35,32,43,21,NORMAL
2019-01-07,Eucaliptos,-23.61,-46.6686,79,23,53,25,39,9,13,15,NORMAL
2019-01-08,Eucaliptos,-23.61,-46.6686,66,16,48,25,36,7,7,13,NORMAL
2018-01-06,Moema,-23.5489,-46.6388,37,33,37,31,24,18,23,28,NORMAL
2018-10-11,Brigadeiro,-23.5683,-46.6482,33,15,65,28,14,38,24,35,NORMAL
2019-04-07,Brigadeiro,-23.5683,-46.6482,57,38,14,19,13,12,6,43,REABASTECER
2019-07-08,Brigadeiro,-23.5683,-46.6482,42,10,17,13,18,12,32,7,NORMAL
2019-10-22,Brigadeiro,-23.5683,-46.6482,55,7,29,20,35,7,12,28,NORMAL
2018-04-14,Trianon-Masp,-23.5634,-46.6544,17,6,2,40,43,43,14,43,NORMAL
2018-10-05,Trianon-Masp,-23.5634,-46.6544,86,39,33,37,26,43,43,32,NORMAL
2019-07-27,Trianon-Masp,-23.5634,-46.6544,1,38,65,28,31,27,31,39,REABASTECER
2019-11-12,Trianon-Masp,-23.5634,-46.6544,14,1,51,13,43,29,31,16,REABASTECER
2018-09-06,Vila Mariana,-23.5895,-46.6346,56,65,17,30,29,29,27,39,NORMAL
2019-11-03,Vila Mariana,-23.5895,-46.6346,33,14,44,43,4,43,12,37,NORMAL
2018-01-13,Brooklin,-23.6263,-46.6878,62,50,29,36,39,34,40,43,NORMAL
2018-02-27,Brooklin,-23.6263,-46.6878,59,37,58,34,6,43,10,29,REABASTECER
2019-11-29,Brooklin,-23.6263,-46.6878,25,1,31,12,8,41,5,14,REABASTECER
2019-02-17,Campo Belo,-23.6188,-46.6823,23,21,45,43,43,25,30,25,NORMAL
2019-03-10,Campo Belo,-23.6188,-46.6823,64,23,12,26,43,24,31,13,NORMAL
2019-07-27,Campo Belo,-23.6188,-46.6823,23,39,59,21,21,20,37,7,NORMAL
2018-04-02,Eucaliptos,-23.61,-46.6686,64,36,43,11,20,33,14,17,NORMAL
2018-07-19,Eucaliptos,-23.61,-46.6686,16,49,29,20,8,31,18,28,NORMAL
2019-01-05,Eucaliptos,-23.61,-46.6686,6,41,65,34,43,19,18,23,NORMAL
2019-04-09,Eucaliptos,-23.61,-46.6686,31,30,12,39,7,20,34,21,NORMAL
2018-09-12,Moema,-23.5489,-46.6388,25,40,32,13,10,15,6,16,REABASTECER
2019-11-18,Hospital São Paulo,-23.5984,-46.6455,78,17,15,33,20,19,29,13,NORMAL
2018-07-06,Paraíso,-23.57677,-46.63933,78,39,13,17,26,4,43,13,NORMAL
2018-07-12,Paraíso,-23.57677,-46.63933,18,12,38,31,39,29,23,35,NORMAL
2018-07-13,Paraíso,-23.57677,-46.63933,10,9,34,25,37,27,19,31,NORMAL
2018-12-28,Paraíso,-23.57677,-46.63933,14,55,20,34,10,9,41,14,NORMAL
2019-01-09,Paraíso,-23.57677,-46.63933,86,61,12,37,14,15,41,15,NORMAL
2019-11-28,Paraíso,-23.57677,-46.63933,86,44,28,39,25,43,27,43,NORMAL
2018-06-13,Brigadeiro,-23.5683,-46.6482,40,16,5,39,43,21,43,43,NORMAL
2018-01-18,Trianon-Masp,-23.5634,-46.6544,9,19,13,27,18,30,8,18,REABASTECER
2019-03-20,Trianon-Masp,-23.5634,-46.6544,12,40,33,7,35,12,21,10,NORMAL
2018-03-20,Consolação,-23.5581,-46.6606,86,33,51,21,33,11,5,9,REABASTECER
2018-06-11,Consolação,-23.5581,-46.6606,50,34,65,32,14,40,30,30,NORMAL
2019-01-03,Consolação,-23.5581,-46.6606,68,58,65,24,21,18,8,6,REABASTECER
2019-04-13,Consolação,-23.5581,-46.6606,65,10,28,18,25,28,8,29,NORMAL
2019-11-23,Consolação,-23.5581,-46.6606,42,65,65,25,10,23,37,27,NORMAL
2019-11-26,Consolação,-23.5581,-46.6606,6,52,44,24,43,13,25,17,REABASTECER
2019-11-29,Tamanduateí,-23.5929,-46.5897,86,54,6,43,43,7,34,20,REABASTECER
2018-02-14,Sé,-23.55,-46.6333,86,4,21,27,26,5,11,3,NORMAL
2019-06-11,Sé,-23.55,-46.6333,74,16,16,16,37,22,37,37,NORMAL
2019-06-26,Sé,-23.55,-46.6333,6,53,39,43,29,9,22,25,NORMAL
2019-11-21,Sé,-23.55,-46.6333,77,55,1,33,19,22,21,26,NORMAL
